goos: darwin
goarch: amd64
pkg: github.com/ef-ds/stack-bench-tests
BenchmarkFillQueue/0-4         	50000000	        35.8 ns/op	      48 B/op	       1 allocs/op
BenchmarkRefillQueue/100000-4           	       3	 351343909 ns/op	160539898 B/op	10000263 allocs/op
BenchmarkRefillQueue/100000-4           	       3	 356239702 ns/op	160539866 B/op	10000263 allocs/op
BenchmarkRefillQueue/100000-4           	       3	 348432618 ns/op	160539866 B/op	10000263 allocs/op
BenchmarkRefillQueue/100000-4           	       3	 354004894 ns/op	160539866 B/op	10000263 allocs/op
BenchmarkRefillQueue/100000-4           	       3	 350496780 ns/op	160539866 B/op	10000263 allocs/op
BenchmarkSlowDecreaseQueue/1-4          	50000000	        34.3 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseQueue/1-4          	50000000	        34.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseQueue/1-4          	50000000	        33.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseQueue/1-4          	50000000	        33.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseQueue/1-4          	50000000	        34.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseQueue/1-4          	50000000	        33.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseQueue/1-4          	50000000	        33.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseQueue/1-4          	50000000	        34.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseQueue/1-4          	50000000	        33.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseQueue/1-4          	50000000	        33.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseQueue/10-4         	 5000000	       343 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseQueue/10-4         	 5000000	       341 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseQueue/10-4         	 5000000	       349 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseQueue/10-4         	 5000000	       344 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseQueue/10-4         	 5000000	       343 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseQueue/10-4         	 5000000	       341 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseQueue/10-4         	 5000000	       345 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseQueue/10-4         	 5000000	       343 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseQueue/10-4         	 5000000	       343 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseQueue/10-4         	 5000000	       344 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseQueue/100-4        	  500000	      3354 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseQueue/100-4        	  500000	      3358 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseQueue/100-4        	  500000	      3345 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseQueue/100-4        	  500000	      3344 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseQueue/100-4        	  500000	      3339 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseQueue/100-4        	  500000	      3353 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseQueue/100-4        	  500000	      3358 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseQueue/100-4        	  500000	      3356 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseQueue/100-4        	  500000	      3340 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseQueue/100-4        	  500000	      3371 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseQueue/1000-4       	   50000	     33505 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseQueue/1000-4       	   50000	     33285 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseQueue/1000-4       	   50000	     33652 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseQueue/1000-4       	   50000	     33919 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseQueue/1000-4       	   50000	     33551 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseQueue/1000-4       	   50000	     33670 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseQueue/1000-4       	   50000	     33558 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseQueue/1000-4       	   50000	     33304 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseQueue/1000-4       	   50000	     33308 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseQueue/1000-4       	   50000	     33351 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseQueue/10000-4      	    5000	    335134 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseQueue/10000-4      	    5000	    334077 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseQueue/10000-4      	    5000	    383512 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseQueue/10000-4      	    5000	    333594 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseQueue/10000-4      	    5000	    333039 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseQueue/10000-4      	    5000	    332372 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseQueue/10000-4      	    5000	    335053 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseQueue/10000-4      	    5000	    333914 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseQueue/10000-4      	    5000	    335962 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseQueue/10000-4      	    5000	    332963 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseQueue/100000-4     	     500	   3327879 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseQueue/100000-4     	     500	   3366657 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseQueue/100000-4     	     500	   3325419 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseQueue/100000-4     	     500	   3380898 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseQueue/100000-4     	     500	   3313227 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseQueue/100000-4     	     500	   3343290 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseQueue/100000-4     	     500	   3328419 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseQueue/100000-4     	     500	   3339622 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseQueue/100000-4     	     500	   3332653 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseQueue/100000-4     	     500	   3323100 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseQueue/1000000-4    	      50	  33288792 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseQueue/1000000-4    	      50	  33379085 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseQueue/1000000-4    	      50	  33172107 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseQueue/1000000-4    	      50	  33686719 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseQueue/1000000-4    	      50	  33565816 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseQueue/1000000-4    	      50	  33207407 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseQueue/1000000-4    	      50	  33518361 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseQueue/1000000-4    	      50	  33265571 ns/op	16000001 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseQueue/1000000-4    	      50	  33363538 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseQueue/1000000-4    	      50	  33281249 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowIncreaseQueue/1-4          	10000000	       189 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseQueue/1-4          	10000000	       191 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseQueue/1-4          	10000000	       189 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseQueue/1-4          	10000000	       189 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseQueue/1-4          	10000000	       189 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseQueue/1-4          	10000000	       189 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseQueue/1-4          	10000000	       189 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseQueue/1-4          	10000000	       189 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseQueue/1-4          	10000000	       189 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseQueue/1-4          	10000000	       190 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseQueue/10-4         	 1000000	      1124 ns/op	    1744 B/op	      25 allocs/op
BenchmarkSlowIncreaseQueue/10-4         	 1000000	      1123 ns/op	    1744 B/op	      25 allocs/op
BenchmarkSlowIncreaseQueue/10-4         	 1000000	      1122 ns/op	    1744 B/op	      25 allocs/op
BenchmarkSlowIncreaseQueue/10-4         	 1000000	      1121 ns/op	    1744 B/op	      25 allocs/op
BenchmarkSlowIncreaseQueue/10-4         	 1000000	      1120 ns/op	    1744 B/op	      25 allocs/op
BenchmarkSlowIncreaseQueue/10-4         	 1000000	      1121 ns/op	    1744 B/op	      25 allocs/op
BenchmarkSlowIncreaseQueue/10-4         	 1000000	      1122 ns/op	    1744 B/op	      25 allocs/op
BenchmarkSlowIncreaseQueue/10-4         	 1000000	      1126 ns/op	    1744 B/op	      25 allocs/op
BenchmarkSlowIncreaseQueue/10-4         	 1000000	      1135 ns/op	    1744 B/op	      25 allocs/op
BenchmarkSlowIncreaseQueue/10-4         	 1000000	      1119 ns/op	    1744 B/op	      25 allocs/op
BenchmarkSlowIncreaseQueue/100-4        	  200000	      7482 ns/op	    8752 B/op	     207 allocs/op
BenchmarkSlowIncreaseQueue/100-4        	  200000	      7500 ns/op	    8752 B/op	     207 allocs/op
BenchmarkSlowIncreaseQueue/100-4        	  200000	      7474 ns/op	    8752 B/op	     207 allocs/op
BenchmarkSlowIncreaseQueue/100-4        	  200000	      7486 ns/op	    8752 B/op	     207 allocs/op
BenchmarkSlowIncreaseQueue/100-4        	  200000	      7509 ns/op	    8752 B/op	     207 allocs/op
BenchmarkSlowIncreaseQueue/100-4        	  200000	      7495 ns/op	    8752 B/op	     207 allocs/op
BenchmarkSlowIncreaseQueue/100-4        	  200000	      7497 ns/op	    8752 B/op	     207 allocs/op
BenchmarkSlowIncreaseQueue/100-4        	  200000	      7480 ns/op	    8752 B/op	     207 allocs/op
BenchmarkSlowIncreaseQueue/100-4        	  200000	      7511 ns/op	    8752 B/op	     207 allocs/op
BenchmarkSlowIncreaseQueue/100-4        	  200000	      7493 ns/op	    8752 B/op	     207 allocs/op
BenchmarkSlowIncreaseQueue/1000-4       	   20000	     65566 ns/op	   54064 B/op	    2015 allocs/op
BenchmarkSlowIncreaseQueue/1000-4       	   20000	     65447 ns/op	   54064 B/op	    2015 allocs/op
BenchmarkSlowIncreaseQueue/1000-4       	   20000	     65444 ns/op	   54064 B/op	    2015 allocs/op
BenchmarkSlowIncreaseQueue/1000-4       	   20000	     65282 ns/op	   54064 B/op	    2015 allocs/op
BenchmarkSlowIncreaseQueue/1000-4       	   20000	     65919 ns/op	   54064 B/op	    2015 allocs/op
BenchmarkSlowIncreaseQueue/1000-4       	   20000	     65816 ns/op	   54064 B/op	    2015 allocs/op
BenchmarkSlowIncreaseQueue/1000-4       	   20000	     65675 ns/op	   54064 B/op	    2015 allocs/op
BenchmarkSlowIncreaseQueue/1000-4       	   20000	     65697 ns/op	   54064 B/op	    2015 allocs/op
BenchmarkSlowIncreaseQueue/1000-4       	   20000	     65725 ns/op	   54064 B/op	    2015 allocs/op
BenchmarkSlowIncreaseQueue/1000-4       	   20000	     65639 ns/op	   54064 B/op	    2015 allocs/op
BenchmarkSlowIncreaseQueue/10000-4      	    2000	    647880 ns/op	  486544 B/op	   20085 allocs/op
BenchmarkSlowIncreaseQueue/10000-4      	    2000	    652163 ns/op	  486544 B/op	   20085 allocs/op
BenchmarkSlowIncreaseQueue/10000-4      	    2000	    644199 ns/op	  486544 B/op	   20085 allocs/op
BenchmarkSlowIncreaseQueue/10000-4      	    2000	    648240 ns/op	  486544 B/op	   20085 allocs/op
BenchmarkSlowIncreaseQueue/10000-4      	    2000	    651558 ns/op	  486544 B/op	   20085 allocs/op
BenchmarkSlowIncreaseQueue/10000-4      	    2000	    659281 ns/op	  486544 B/op	   20085 allocs/op
BenchmarkSlowIncreaseQueue/10000-4      	    2000	    649690 ns/op	  486544 B/op	   20085 allocs/op
BenchmarkSlowIncreaseQueue/10000-4      	    2000	    646995 ns/op	  486544 B/op	   20085 allocs/op
BenchmarkSlowIncreaseQueue/10000-4      	    2000	    649645 ns/op	  486544 B/op	   20085 allocs/op
BenchmarkSlowIncreaseQueue/10000-4      	    2000	    645417 ns/op	  486544 B/op	   20085 allocs/op
BenchmarkSlowIncreaseQueue/100000-4     	     200	   7400205 ns/op	 4815472 B/op	  200787 allocs/op
BenchmarkSlowIncreaseQueue/100000-4     	     200	   7367456 ns/op	 4815472 B/op	  200787 allocs/op
BenchmarkSlowIncreaseQueue/100000-4     	     200	   7412887 ns/op	 4815472 B/op	  200787 allocs/op
BenchmarkSlowIncreaseQueue/100000-4     	     200	   7400729 ns/op	 4815472 B/op	  200787 allocs/op
BenchmarkSlowIncreaseQueue/100000-4     	     200	   7405261 ns/op	 4815472 B/op	  200787 allocs/op
BenchmarkSlowIncreaseQueue/100000-4     	     200	   7413820 ns/op	 4815472 B/op	  200787 allocs/op
BenchmarkSlowIncreaseQueue/100000-4     	     200	   7442561 ns/op	 4815472 B/op	  200787 allocs/op
BenchmarkSlowIncreaseQueue/100000-4     	     200	   7414067 ns/op	 4815472 B/op	  200787 allocs/op
BenchmarkSlowIncreaseQueue/100000-4     	     200	   7404110 ns/op	 4815472 B/op	  200787 allocs/op
BenchmarkSlowIncreaseQueue/100000-4     	     200	   7391337 ns/op	 4815472 B/op	  200787 allocs/op
BenchmarkSlowIncreaseQueue/1000000-4    	      20	  78865615 ns/op	48129520 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseQueue/1000000-4    	      20	  77774305 ns/op	48129520 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseQueue/1000000-4    	      20	  78343109 ns/op	48129520 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseQueue/1000000-4    	      20	  79634521 ns/op	48129520 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseQueue/1000000-4    	      20	  78752731 ns/op	48129520 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseQueue/1000000-4    	      20	  78250458 ns/op	48129520 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseQueue/1000000-4    	      20	  78462414 ns/op	48129520 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseQueue/1000000-4    	      20	  77942350 ns/op	48129520 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseQueue/1000000-4    	      20	  79067794 ns/op	48129520 B/op	 2007819 allocs/op
BenchmarkSlowIncreaseQueue/1000000-4    	      20	  79346461 ns/op	48129520 B/op	 2007819 allocs/op
BenchmarkStableQueue/1-4                	50000000	        32.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableQueue/1-4                	50000000	        31.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableQueue/1-4                	50000000	        31.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableQueue/1-4                	50000000	        31.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableQueue/1-4                	50000000	        31.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableQueue/1-4                	50000000	        31.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableQueue/1-4                	50000000	        31.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableQueue/1-4                	50000000	        31.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableQueue/1-4                	50000000	        31.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableQueue/1-4                	50000000	        32.1 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableQueue/10-4               	 5000000	       317 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableQueue/10-4               	 5000000	       318 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableQueue/10-4               	 5000000	       319 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableQueue/10-4               	 5000000	       324 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableQueue/10-4               	 5000000	       327 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableQueue/10-4               	 5000000	       318 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableQueue/10-4               	 5000000	       320 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableQueue/10-4               	 5000000	       320 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableQueue/10-4               	 5000000	       320 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableQueue/10-4               	 5000000	       316 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableQueue/100-4              	  500000	      3146 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableQueue/100-4              	  500000	      3086 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableQueue/100-4              	  500000	      3120 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableQueue/100-4              	  500000	      3128 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableQueue/100-4              	  500000	      3098 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableQueue/100-4              	  500000	      3089 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableQueue/100-4              	  500000	      3122 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableQueue/100-4              	  500000	      3084 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableQueue/100-4              	  500000	      3096 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableQueue/100-4              	  500000	      3110 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableQueue/1000-4             	   50000	     31273 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableQueue/1000-4             	   50000	     31404 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableQueue/1000-4             	   50000	     30956 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableQueue/1000-4             	   50000	     31345 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableQueue/1000-4             	   50000	     31025 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableQueue/1000-4             	   50000	     30916 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableQueue/1000-4             	   50000	     30740 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableQueue/1000-4             	   50000	     30961 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableQueue/1000-4             	   50000	     30944 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableQueue/1000-4             	   50000	     31345 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableQueue/10000-4            	    5000	    307483 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableQueue/10000-4            	    5000	    311505 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableQueue/10000-4            	    5000	    312386 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableQueue/10000-4            	    5000	    311217 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableQueue/10000-4            	    5000	    312279 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableQueue/10000-4            	    5000	    309962 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableQueue/10000-4            	    5000	    311226 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableQueue/10000-4            	    5000	    311034 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableQueue/10000-4            	    5000	    312811 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableQueue/10000-4            	    5000	    309550 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableQueue/100000-4           	     500	   3096549 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableQueue/100000-4           	     500	   3091300 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableQueue/100000-4           	     500	   3165591 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableQueue/100000-4           	     500	   3117176 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableQueue/100000-4           	     500	   3100542 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableQueue/100000-4           	     500	   3101472 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableQueue/100000-4           	     500	   3080142 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableQueue/100000-4           	     500	   3091363 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableQueue/100000-4           	     500	   3109466 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableQueue/100000-4           	     500	   3184393 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableQueue/1000000-4          	      50	  31792673 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableQueue/1000000-4          	      50	  31022644 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableQueue/1000000-4          	      50	  30889558 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableQueue/1000000-4          	      50	  31334442 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableQueue/1000000-4          	      50	  30844522 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableQueue/1000000-4          	      50	  30849220 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableQueue/1000000-4          	      50	  31039425 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableQueue/1000000-4          	      50	  31376763 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableQueue/1000000-4          	      50	  31470779 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableQueue/1000000-4          	      50	  30699905 ns/op	16000000 B/op	 1000000 allocs/op
PASS
ok  	github.com/ef-ds/stack-bench-tests	892.709s
