goos: darwin
goarch: amd64
pkg: github.com/ef-ds/stack-bench-tests
BenchmarkFillCookiejar/0-4         	  200000	      9818 ns/op	   65680 B/op	       3 allocs/op
BenchmarkRefillCookiejar/10000-4            	      50	  31444490 ns/op	16005250 B/op	 1000000 allocs/op
BenchmarkRefillCookiejar/10000-4            	      50	  30583245 ns/op	16005250 B/op	 1000000 allocs/op
BenchmarkRefillCookiejar/10000-4            	      50	  31158126 ns/op	16005250 B/op	 1000000 allocs/op
BenchmarkRefillCookiejar/10000-4            	      50	  31064500 ns/op	16005250 B/op	 1000000 allocs/op
BenchmarkRefillCookiejar/10000-4            	      50	  31272196 ns/op	16005250 B/op	 1000000 allocs/op
BenchmarkRefillCookiejar/10000-4            	      50	  31649696 ns/op	16005250 B/op	 1000000 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 356332649 ns/op	160570922 B/op	10000017 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 345290650 ns/op	160570922 B/op	10000017 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 360448458 ns/op	160570922 B/op	10000017 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 367545298 ns/op	160570922 B/op	10000017 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 356086312 ns/op	160570922 B/op	10000017 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 348808987 ns/op	160570922 B/op	10000017 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 357020381 ns/op	160570922 B/op	10000017 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 353989474 ns/op	160570922 B/op	10000017 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 356703767 ns/op	160570922 B/op	10000017 allocs/op
BenchmarkRefillCookiejar/100000-4           	       3	 351789717 ns/op	160570922 B/op	10000017 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        32.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        32.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        32.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        33.3 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        33.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        33.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        32.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        33.1 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        32.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/1-4          	50000000	        33.3 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       336 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       338 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       334 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       338 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       331 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       336 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       338 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       338 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       334 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/10-4         	 5000000	       333 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3282 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3245 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3290 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3289 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3233 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3277 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3356 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3255 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3246 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/100-4        	  500000	      3279 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     32493 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     32510 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     32400 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     32470 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     32479 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     32457 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     34667 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     34032 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     33511 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000-4       	   50000	     32702 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    323481 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    334606 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    327670 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    327851 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    320886 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    322075 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    324271 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    326524 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    328432 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/10000-4      	    5000	    325985 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3255846 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3266462 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3229777 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3238357 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3253855 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3253337 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3291400 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3270058 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3292689 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/100000-4     	     500	   3248845 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32679628 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32568568 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32810128 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32322320 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32480962 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32984647 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32904759 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32566350 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  33108584 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejar/1000000-4    	      50	  32476238 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9982 ns/op	   65712 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9967 ns/op	   65712 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9959 ns/op	   65712 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9939 ns/op	   65712 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	     10037 ns/op	   65712 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9977 ns/op	   65712 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	     11241 ns/op	   65712 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	     10060 ns/op	   65712 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9964 ns/op	   65712 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/1-4          	  200000	      9968 ns/op	   65712 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10714 ns/op	   66000 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10650 ns/op	   66000 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10663 ns/op	   66000 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10545 ns/op	   66000 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10683 ns/op	   66000 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     11239 ns/op	   66000 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10603 ns/op	   66000 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10558 ns/op	   66000 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10703 ns/op	   66000 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/10-4         	  200000	     10540 ns/op	   66000 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15735 ns/op	   68880 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15758 ns/op	   68880 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15767 ns/op	   68880 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15804 ns/op	   68880 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15835 ns/op	   68880 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15798 ns/op	   68880 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15789 ns/op	   68880 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15861 ns/op	   68880 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15729 ns/op	   68880 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/100-4        	  100000	     15729 ns/op	   68880 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     68124 ns/op	   97680 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     68017 ns/op	   97680 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     68201 ns/op	   97680 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     67554 ns/op	   97680 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     67644 ns/op	   97680 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     67567 ns/op	   97680 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     67569 ns/op	   97680 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     67816 ns/op	   97680 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     67995 ns/op	   97680 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/1000-4       	   20000	     67732 ns/op	   97680 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    633032 ns/op	  582512 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    637944 ns/op	  582512 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    633751 ns/op	  582512 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    637484 ns/op	  582512 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    638497 ns/op	  582512 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    636312 ns/op	  582512 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    634478 ns/op	  582512 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    641809 ns/op	  582512 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    640547 ns/op	  582512 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejar/10000-4      	    2000	    636492 ns/op	  582512 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7707829 ns/op	 4912768 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7766755 ns/op	 4912768 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7848706 ns/op	 4912768 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   8105498 ns/op	 4912768 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7687142 ns/op	 4912768 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7992589 ns/op	 4912768 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7707199 ns/op	 4912768 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7962273 ns/op	 4912768 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   8063475 ns/op	 4912768 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejar/100000-4     	     200	   7890102 ns/op	 4912768 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  84257492 ns/op	48901824 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  81614144 ns/op	48901824 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  83485615 ns/op	48901824 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  82376080 ns/op	48901824 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  81989958 ns/op	48901824 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  80495837 ns/op	48901824 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  82964166 ns/op	48901824 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  81489742 ns/op	48901824 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  80800893 ns/op	48901824 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejar/1000000-4    	      20	  81066961 ns/op	48901824 B/op	 2000493 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        30.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        32.3 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        32.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        30.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        31.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        30.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        33.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        31.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        33.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/1-4                	50000000	        30.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       340 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       330 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       333 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       332 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       319 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       336 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       343 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       325 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       326 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/10-4               	 5000000	       331 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3228 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3082 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3039 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3178 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3229 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3228 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3185 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3055 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3146 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/100-4              	  500000	      3181 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     30892 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     30425 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     30919 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     32684 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     31032 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     30906 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     31659 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     32834 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     31658 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/1000-4             	   50000	     30470 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    327430 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    307436 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    319135 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    317936 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    307388 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    323217 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    305319 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    3000	    365587 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    333737 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/10000-4            	    5000	    318536 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3177068 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3166598 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3313737 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3418947 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3288583 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3128131 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3259382 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3291647 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3079612 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/100000-4           	     500	   3281948 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  31773129 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  33699553 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  31280154 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  31895928 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  31229658 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  31735484 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  31296607 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  30983558 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  34000883 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableCookiejar/1000000-4          	      50	  30355851 ns/op	16000000 B/op	 1000000 allocs/op
PASS
ok  	github.com/ef-ds/stack-bench-tests	899.655s
