goos: darwin
goarch: amd64
pkg: github.com/ef-ds/stack-bench-tests
BenchmarkFillEapache/0-4         	10000000	       147 ns/op	     304 B/op	       2 allocs/op
BenchmarkRefillEapache/100000-4           	       2	 678805488 ns/op	789068952 B/op	10002601 allocs/op
BenchmarkRefillEapache/100000-4           	       2	 689397574 ns/op	789068952 B/op	10002601 allocs/op
BenchmarkRefillEapache/100000-4           	       2	 678882101 ns/op	789068952 B/op	10002601 allocs/op
BenchmarkRefillEapache/100000-4           	       2	 681616531 ns/op	789068952 B/op	10002601 allocs/op
BenchmarkSlowDecreaseEapache/1-4          	30000000	        34.1 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseEapache/1-4          	50000000	        34.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseEapache/1-4          	50000000	        33.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseEapache/1-4          	50000000	        33.5 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseEapache/1-4          	50000000	        33.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseEapache/1-4          	50000000	        33.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseEapache/1-4          	50000000	        33.8 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseEapache/1-4          	50000000	        34.7 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseEapache/1-4          	50000000	        33.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseEapache/1-4          	50000000	        33.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseEapache/10-4         	 5000000	       346 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseEapache/10-4         	 5000000	       342 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseEapache/10-4         	 5000000	       342 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseEapache/10-4         	 5000000	       348 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseEapache/10-4         	 5000000	       342 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseEapache/10-4         	 5000000	       340 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseEapache/10-4         	 5000000	       344 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseEapache/10-4         	 5000000	       344 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseEapache/10-4         	 5000000	       346 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseEapache/10-4         	 5000000	       348 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseEapache/100-4        	  500000	      3345 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseEapache/100-4        	  500000	      3313 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseEapache/100-4        	  500000	      3335 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseEapache/100-4        	  300000	      3392 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseEapache/100-4        	  500000	      3342 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseEapache/100-4        	  500000	      3335 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseEapache/100-4        	  500000	      3345 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseEapache/100-4        	  500000	      3340 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseEapache/100-4        	  500000	      3335 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseEapache/100-4        	  500000	      3352 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseEapache/1000-4       	   50000	     33806 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseEapache/1000-4       	   50000	     33348 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseEapache/1000-4       	   50000	     33703 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseEapache/1000-4       	   50000	     33977 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseEapache/1000-4       	   50000	     33560 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseEapache/1000-4       	   50000	     33349 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseEapache/1000-4       	   50000	     33631 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseEapache/1000-4       	   50000	     33307 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseEapache/1000-4       	   50000	     33510 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseEapache/1000-4       	   50000	     34357 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseEapache/10000-4      	    5000	    334816 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseEapache/10000-4      	    5000	    333196 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseEapache/10000-4      	    5000	    338073 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseEapache/10000-4      	    5000	    332603 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseEapache/10000-4      	    5000	    331613 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseEapache/10000-4      	    5000	    335043 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseEapache/10000-4      	    5000	    332376 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseEapache/10000-4      	    5000	    333532 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseEapache/10000-4      	    5000	    336226 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseEapache/10000-4      	    5000	    336849 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseEapache/100000-4     	     500	   3370805 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseEapache/100000-4     	     500	   3359859 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseEapache/100000-4     	     500	   3326726 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseEapache/100000-4     	     500	   3342153 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseEapache/100000-4     	     500	   3367350 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseEapache/100000-4     	     500	   3368669 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseEapache/100000-4     	     500	   3304966 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseEapache/100000-4     	     500	   3499318 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseEapache/100000-4     	     500	   3374015 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseEapache/100000-4     	     500	   3382583 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseEapache/1000000-4    	      50	  33296306 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseEapache/1000000-4    	      50	  33421253 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseEapache/1000000-4    	      50	  33583520 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseEapache/1000000-4    	      50	  33502685 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseEapache/1000000-4    	      50	  33624652 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseEapache/1000000-4    	      50	  33290748 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseEapache/1000000-4    	      50	  33402585 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseEapache/1000000-4    	      50	  33562917 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseEapache/1000000-4    	      50	  33326089 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseEapache/1000000-4    	      50	  33800084 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowIncreaseEapache/1-4          	10000000	       205 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseEapache/1-4          	10000000	       204 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseEapache/1-4          	10000000	       204 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseEapache/1-4          	10000000	       204 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseEapache/1-4          	10000000	       205 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseEapache/1-4          	10000000	       203 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseEapache/1-4          	10000000	       204 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseEapache/1-4          	10000000	       205 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseEapache/1-4          	10000000	       203 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseEapache/1-4          	10000000	       203 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseEapache/10-4         	 2000000	       804 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseEapache/10-4         	 2000000	       816 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseEapache/10-4         	 2000000	       800 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseEapache/10-4         	 2000000	       797 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseEapache/10-4         	 2000000	       803 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseEapache/10-4         	 2000000	       797 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseEapache/10-4         	 2000000	       796 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseEapache/10-4         	 2000000	       800 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseEapache/10-4         	 2000000	       804 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseEapache/10-4         	 2000000	       797 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseEapache/100-4        	  200000	      8318 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseEapache/100-4        	  200000	      8266 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseEapache/100-4        	  200000	      8269 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseEapache/100-4        	  200000	      8321 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseEapache/100-4        	  200000	      8281 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseEapache/100-4        	  200000	      8301 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseEapache/100-4        	  200000	      8271 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseEapache/100-4        	  200000	      8362 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseEapache/100-4        	  200000	      8271 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseEapache/100-4        	  200000	      8305 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseEapache/1000-4       	   20000	     75619 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseEapache/1000-4       	   20000	     75044 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseEapache/1000-4       	   20000	     74800 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseEapache/1000-4       	   20000	     75069 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseEapache/1000-4       	   20000	     75761 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseEapache/1000-4       	   20000	     75363 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseEapache/1000-4       	   20000	     75405 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseEapache/1000-4       	   20000	     75492 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseEapache/1000-4       	   20000	     75789 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseEapache/1000-4       	   20000	     75114 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseEapache/10000-4      	    2000	    867943 ns/op	 1105968 B/op	   20022 allocs/op
BenchmarkSlowIncreaseEapache/10000-4      	    2000	    876447 ns/op	 1105968 B/op	   20022 allocs/op
BenchmarkSlowIncreaseEapache/10000-4      	    2000	    875864 ns/op	 1105968 B/op	   20022 allocs/op
BenchmarkSlowIncreaseEapache/10000-4      	    2000	    876322 ns/op	 1105968 B/op	   20022 allocs/op
BenchmarkSlowIncreaseEapache/10000-4      	    2000	    880032 ns/op	 1105968 B/op	   20022 allocs/op
BenchmarkSlowIncreaseEapache/10000-4      	    2000	    881924 ns/op	 1105968 B/op	   20022 allocs/op
BenchmarkSlowIncreaseEapache/10000-4      	    2000	    874763 ns/op	 1105968 B/op	   20022 allocs/op
BenchmarkSlowIncreaseEapache/10000-4      	    2000	    885485 ns/op	 1105968 B/op	   20022 allocs/op
BenchmarkSlowIncreaseEapache/10000-4      	    2000	    878559 ns/op	 1105968 B/op	   20022 allocs/op
BenchmarkSlowIncreaseEapache/10000-4      	    2000	    878271 ns/op	 1105968 B/op	   20022 allocs/op
BenchmarkSlowIncreaseEapache/100000-4     	     100	  10745866 ns/op	 9490992 B/op	  200028 allocs/op
BenchmarkSlowIncreaseEapache/100000-4     	     100	  10852593 ns/op	 9490992 B/op	  200028 allocs/op
BenchmarkSlowIncreaseEapache/100000-4     	     100	  10815881 ns/op	 9490992 B/op	  200028 allocs/op
BenchmarkSlowIncreaseEapache/100000-4     	     100	  10816500 ns/op	 9490992 B/op	  200028 allocs/op
BenchmarkSlowIncreaseEapache/100000-4     	     100	  10787076 ns/op	 9490992 B/op	  200028 allocs/op
BenchmarkSlowIncreaseEapache/100000-4     	     100	  10737101 ns/op	 9490992 B/op	  200028 allocs/op
BenchmarkSlowIncreaseEapache/100000-4     	     100	  10695422 ns/op	 9490992 B/op	  200028 allocs/op
BenchmarkSlowIncreaseEapache/100000-4     	     100	  10937096 ns/op	 9490992 B/op	  200028 allocs/op
BenchmarkSlowIncreaseEapache/100000-4     	     100	  10843041 ns/op	 9490992 B/op	  200028 allocs/op
BenchmarkSlowIncreaseEapache/100000-4     	     100	  10687533 ns/op	 9490992 B/op	  200028 allocs/op
BenchmarkSlowIncreaseEapache/1000000-4    	      10	 129704725 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseEapache/1000000-4    	      10	 123256277 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseEapache/1000000-4    	      10	 123393260 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseEapache/1000000-4    	      10	 120473561 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseEapache/1000000-4    	      10	 122771494 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseEapache/1000000-4    	      10	 117381614 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseEapache/1000000-4    	      10	 113255973 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseEapache/1000000-4    	      10	 122284205 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseEapache/1000000-4    	      10	 119489834 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseEapache/1000000-4    	      10	 119534081 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkStableEapache/1-4                	50000000	        34.1 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableEapache/1-4                	50000000	        34.1 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableEapache/1-4                	50000000	        34.1 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableEapache/1-4                	50000000	        33.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableEapache/1-4                	50000000	        35.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableEapache/1-4                	50000000	        34.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableEapache/1-4                	50000000	        34.0 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableEapache/1-4                	50000000	        34.6 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableEapache/1-4                	50000000	        34.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableEapache/1-4                	50000000	        34.4 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableEapache/10-4               	 5000000	       350 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableEapache/10-4               	 5000000	       346 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableEapache/10-4               	 5000000	       353 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableEapache/10-4               	 5000000	       344 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableEapache/10-4               	 5000000	       352 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableEapache/10-4               	 5000000	       347 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableEapache/10-4               	 5000000	       348 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableEapache/10-4               	 5000000	       345 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableEapache/10-4               	 5000000	       355 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableEapache/10-4               	 5000000	       354 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableEapache/100-4              	  500000	      3378 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableEapache/100-4              	  500000	      3430 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableEapache/100-4              	  500000	      3523 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableEapache/100-4              	  500000	      3477 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableEapache/100-4              	  500000	      3402 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableEapache/100-4              	  500000	      3479 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableEapache/100-4              	  500000	      3516 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableEapache/100-4              	  500000	      3387 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableEapache/100-4              	  500000	      3419 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableEapache/100-4              	  500000	      3398 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableEapache/1000-4             	   50000	     34980 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableEapache/1000-4             	   50000	     33275 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableEapache/1000-4             	   50000	     34733 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableEapache/1000-4             	   50000	     34932 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableEapache/1000-4             	   50000	     34820 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableEapache/1000-4             	   50000	     34713 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableEapache/1000-4             	   50000	     33248 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableEapache/1000-4             	   50000	     34940 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableEapache/1000-4             	   50000	     34037 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableEapache/1000-4             	   50000	     33770 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableEapache/10000-4            	    5000	    337404 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableEapache/10000-4            	    5000	    348164 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableEapache/10000-4            	    5000	    337968 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableEapache/10000-4            	    3000	    337694 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableEapache/10000-4            	    5000	    338573 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableEapache/10000-4            	    5000	    334229 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableEapache/10000-4            	    5000	    343002 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableEapache/10000-4            	    5000	    347640 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableEapache/10000-4            	    5000	    332639 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableEapache/10000-4            	    5000	    342598 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableEapache/100000-4           	     500	   3366885 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableEapache/100000-4           	     500	   3529022 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableEapache/100000-4           	     500	   3344912 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableEapache/100000-4           	     500	   3417323 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableEapache/100000-4           	     500	   3373187 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableEapache/100000-4           	     500	   3366411 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableEapache/100000-4           	     500	   3399247 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableEapache/100000-4           	     500	   3365238 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableEapache/100000-4           	     500	   3428879 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableEapache/100000-4           	     500	   3409694 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkStableEapache/1000000-4          	      50	  33368000 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableEapache/1000000-4          	      30	  34014025 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableEapache/1000000-4          	      50	  33937705 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableEapache/1000000-4          	      50	  34421092 ns/op	16000001 B/op	 1000000 allocs/op
BenchmarkStableEapache/1000000-4          	      50	  34865566 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableEapache/1000000-4          	      50	  34082150 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableEapache/1000000-4          	      50	  34070287 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableEapache/1000000-4          	      50	  34496980 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableEapache/1000000-4          	      50	  33429295 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkStableEapache/1000000-4          	      50	  35273633 ns/op	16000000 B/op	 1000000 allocs/op
PASS
ok  	github.com/ef-ds/stack-bench-tests	908.272s
