goos: darwin
goarch: amd64
pkg: github.com/ef-ds/stack-bench-tests
BenchmarkFillImpl7/0-4         	50000000	        37.6 ns/op	      48 B/op	       1 allocs/op
BenchmarkRefillImpl7/100000-4           	       3	 380168941 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkRefillImpl7/100000-4           	       3	 379909651 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkRefillImpl7/100000-4           	       3	 381297295 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkRefillImpl7/100000-4           	       3	 381001651 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkRefillImpl7/100000-4           	       3	 383685583 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkRefillImpl7/100000-4           	       3	 379206911 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkRefillImpl7/100000-4           	       3	 381774625 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkRefillImpl7/100000-4           	       3	 379354041 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkRefillImpl7/100000-4           	       3	 379061695 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkRefillImpl7/100000-4           	       3	 379122573 ns/op	322708816 B/op	10157000 allocs/op
BenchmarkSlowDecreaseImpl7/1-4          	20000000	        92.5 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7/1-4          	20000000	        90.2 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7/1-4          	20000000	        90.0 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7/1-4          	20000000	        96.5 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7/1-4          	20000000	        99.3 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7/1-4          	20000000	        93.9 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7/1-4          	20000000	        90.5 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7/1-4          	20000000	        90.4 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7/1-4          	20000000	        90.3 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7/1-4          	20000000	        90.5 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7/10-4         	 2000000	       906 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7/10-4         	 2000000	       907 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7/10-4         	 2000000	       916 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7/10-4         	 2000000	       920 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7/10-4         	 2000000	       921 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7/10-4         	 2000000	       910 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7/10-4         	 2000000	       910 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7/10-4         	 2000000	       905 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7/10-4         	 2000000	       904 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7/10-4         	 2000000	       903 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7/100-4        	  200000	      9077 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7/100-4        	  200000	      9034 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7/100-4        	  200000	      9007 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7/100-4        	  200000	      9033 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7/100-4        	  200000	      9016 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7/100-4        	  200000	      8989 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7/100-4        	  200000	      9022 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7/100-4        	  200000	      8950 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7/100-4        	  200000	      9007 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7/100-4        	  200000	      8975 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7/1000-4       	   20000	     89704 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7/1000-4       	   20000	    109322 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7/1000-4       	   20000	     90238 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7/1000-4       	   20000	     89807 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7/1000-4       	   20000	     90385 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7/1000-4       	   20000	     89584 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7/1000-4       	   20000	     90243 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7/1000-4       	   20000	     89781 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7/1000-4       	   20000	     89684 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7/1000-4       	   20000	     89338 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7/10000-4      	    2000	    902581 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7/10000-4      	    2000	    914034 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7/10000-4      	    2000	    899822 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7/10000-4      	    2000	    895263 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7/10000-4      	    2000	    905948 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7/10000-4      	    2000	    893470 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7/10000-4      	    2000	    910517 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7/10000-4      	    2000	    919238 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7/10000-4      	    2000	    913437 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7/10000-4      	    2000	    900690 ns/op	  640000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7/100000-4     	     200	   8999520 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7/100000-4     	     200	   8942297 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7/100000-4     	     200	   9053740 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7/100000-4     	     200	   8961451 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7/100000-4     	     200	   8990171 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7/100000-4     	     200	   8925091 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7/100000-4     	     200	   9048360 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7/100000-4     	     200	   8921882 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7/100000-4     	     200	   8933890 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7/100000-4     	     200	   9014689 ns/op	 6400000 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7/1000000-4    	      20	  90030092 ns/op	64000000 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7/1000000-4    	      20	  89462125 ns/op	64000000 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7/1000000-4    	      20	  89966612 ns/op	64000000 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7/1000000-4    	      20	  90056102 ns/op	64000004 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7/1000000-4    	      20	  89736136 ns/op	64000004 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7/1000000-4    	      20	  90506025 ns/op	64000000 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7/1000000-4    	      20	  89893385 ns/op	64000000 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7/1000000-4    	      20	  89786265 ns/op	64000000 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7/1000000-4    	      20	  90871940 ns/op	64000000 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseImpl7/1000000-4    	      20	  90228115 ns/op	64000000 B/op	 3000000 allocs/op
BenchmarkSlowIncreaseImpl7/1-4          	10000000	       224 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7/1-4          	10000000	       226 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7/1-4          	10000000	       224 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7/1-4          	10000000	       226 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7/1-4          	10000000	       225 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7/1-4          	10000000	       225 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7/1-4          	10000000	       226 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7/1-4          	10000000	       224 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7/1-4          	10000000	       225 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7/1-4          	10000000	       224 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7/10-4         	 1000000	      1546 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7/10-4         	 1000000	      1565 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7/10-4         	 1000000	      1549 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7/10-4         	 1000000	      1543 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7/10-4         	 1000000	      1553 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7/10-4         	 1000000	      1557 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7/10-4         	 1000000	      1541 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7/10-4         	 1000000	      1542 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7/10-4         	 1000000	      1548 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7/10-4         	 1000000	      1553 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7/100-4        	  200000	      7641 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7/100-4        	  200000	      7623 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7/100-4        	  200000	      7621 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7/100-4        	  200000	      7656 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7/100-4        	  200000	      7588 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7/100-4        	  200000	      7605 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7/100-4        	  200000	      7895 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7/100-4        	  200000	      7715 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7/100-4        	  200000	      7592 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7/100-4        	  200000	      7621 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7/1000-4       	   20000	     70970 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7/1000-4       	   20000	     69742 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7/1000-4       	   20000	     70066 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7/1000-4       	   20000	     70847 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7/1000-4       	   20000	     69989 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7/1000-4       	   20000	     69712 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7/1000-4       	   20000	     69823 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7/1000-4       	   20000	     70467 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7/1000-4       	   20000	     69767 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7/1000-4       	   20000	     69756 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7/10000-4      	    2000	    701421 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7/10000-4      	    2000	    705801 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7/10000-4      	    2000	    706374 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7/10000-4      	    2000	    704052 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7/10000-4      	    2000	    700037 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7/10000-4      	    2000	    701266 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7/10000-4      	    2000	    718912 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7/10000-4      	    2000	    701336 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7/10000-4      	    2000	    702499 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7/10000-4      	    2000	    704070 ns/op	  647136 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7/100000-4     	     200	   7973684 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7/100000-4     	     200	   7942420 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7/100000-4     	     200	   7919397 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7/100000-4     	     200	   7923282 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7/100000-4     	     200	   7916461 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7/100000-4     	     200	   8045765 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7/100000-4     	     200	   7948529 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7/100000-4     	     200	   7890833 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7/100000-4     	     200	   7954870 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7/100000-4     	     200	   7940564 ns/op	 6451616 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7/1000000-4    	      20	  89643369 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7/1000000-4    	      20	  87787499 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7/1000000-4    	      20	  88470351 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7/1000000-4    	      20	  89545495 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7/1000000-4    	      20	  89269184 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7/1000000-4    	      20	  87134821 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7/1000000-4    	      20	  86734631 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7/1000000-4    	      20	  88042857 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7/1000000-4    	      20	  87816504 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7/1000000-4    	      20	  88583751 ns/op	64500576 B/op	 2031257 allocs/op
BenchmarkStableImpl7/1-4                	50000000	        36.4 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7/1-4                	50000000	        36.4 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7/1-4                	50000000	        36.1 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7/1-4                	50000000	        36.5 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7/1-4                	50000000	        36.2 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7/1-4                	50000000	        36.4 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7/1-4                	50000000	        36.5 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7/1-4                	50000000	        36.3 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7/1-4                	50000000	        36.5 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7/1-4                	50000000	        36.5 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7/10-4               	 5000000	       367 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7/10-4               	 5000000	       369 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7/10-4               	 5000000	       366 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7/10-4               	 5000000	       368 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7/10-4               	 5000000	       368 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7/10-4               	 5000000	       368 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7/10-4               	 5000000	       365 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7/10-4               	 5000000	       368 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7/10-4               	 5000000	       367 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7/10-4               	 5000000	       369 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7/100-4              	  300000	      3631 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7/100-4              	  500000	      3596 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7/100-4              	  500000	      3575 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7/100-4              	  500000	      3632 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7/100-4              	  500000	      3606 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7/100-4              	  500000	      3574 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7/100-4              	  500000	      3609 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7/100-4              	  500000	      3586 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7/100-4              	  500000	      3578 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7/100-4              	  500000	      3597 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7/1000-4             	   50000	     36240 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7/1000-4             	   50000	     35673 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7/1000-4             	   50000	     35954 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7/1000-4             	   50000	     35814 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7/1000-4             	   50000	     36070 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7/1000-4             	   50000	     36108 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7/1000-4             	   50000	     35879 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7/1000-4             	   50000	     35651 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7/1000-4             	   50000	     36157 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7/1000-4             	   50000	     35698 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7/10000-4            	    5000	    358241 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7/10000-4            	    5000	    359511 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7/10000-4            	    5000	    358068 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7/10000-4            	    5000	    358408 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7/10000-4            	    5000	    359317 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7/10000-4            	    5000	    358186 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7/10000-4            	    5000	    358315 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7/10000-4            	    5000	    359104 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7/10000-4            	    5000	    359313 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7/10000-4            	    5000	    358371 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7/100000-4           	     500	   3605930 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7/100000-4           	     500	   3590048 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7/100000-4           	     500	   3585443 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7/100000-4           	     500	   3608452 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7/100000-4           	     500	   3602412 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7/100000-4           	     500	   3590933 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7/100000-4           	     500	   3602021 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7/100000-4           	     500	   3567478 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7/100000-4           	     500	   3639124 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7/100000-4           	     500	   3589829 ns/op	 3225000 B/op	  101562 allocs/op
BenchmarkStableImpl7/1000000-4          	      50	  35758879 ns/op	32250000 B/op	 1015625 allocs/op
BenchmarkStableImpl7/1000000-4          	      50	  35921240 ns/op	32250000 B/op	 1015625 allocs/op
BenchmarkStableImpl7/1000000-4          	      50	  35851760 ns/op	32250000 B/op	 1015625 allocs/op
BenchmarkStableImpl7/1000000-4          	      50	  35828811 ns/op	32250000 B/op	 1015625 allocs/op
BenchmarkStableImpl7/1000000-4          	      50	  35935931 ns/op	32250000 B/op	 1015625 allocs/op
BenchmarkStableImpl7/1000000-4          	      50	  35719091 ns/op	32250000 B/op	 1015625 allocs/op
BenchmarkStableImpl7/1000000-4          	      50	  35677876 ns/op	32250000 B/op	 1015625 allocs/op
BenchmarkStableImpl7/1000000-4          	      50	  35847552 ns/op	32250001 B/op	 1015625 allocs/op
BenchmarkStableImpl7/1000000-4          	      50	  36077837 ns/op	32250000 B/op	 1015625 allocs/op
BenchmarkStableImpl7/1000000-4          	      50	  35955063 ns/op	32250000 B/op	 1015625 allocs/op
PASS
ok  	github.com/ef-ds/stack-bench-tests	961.322s
