goos: darwin
goarch: amd64
pkg: github.com/ef-ds/stack-bench-tests
BenchmarkFillSlice/0-4         	30000000	        40.6 ns/op	      32 B/op	       1 allocs/op
BenchmarkRefillSlice/100000-4           	       2	 797317793 ns/op	547883660 B/op	10000943 allocs/op
BenchmarkRefillSlice/100000-4           	       2	 807962851 ns/op	547883660 B/op	10000943 allocs/op
BenchmarkRefillSlice/100000-4           	       2	 782628950 ns/op	547883660 B/op	10000943 allocs/op
BenchmarkRefillSlice/100000-4           	       2	 796750556 ns/op	547883660 B/op	10000943 allocs/op
BenchmarkRefillSlice/100000-4           	       2	 802298074 ns/op	547883660 B/op	10000943 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	20000000	        55.5 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	30000000	        55.6 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	30000000	        55.8 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	30000000	        56.3 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	30000000	        55.7 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	30000000	        55.7 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	30000000	        56.3 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	30000000	        55.7 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	30000000	        55.7 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSlice/1-4          	30000000	        55.9 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 3000000	       563 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 3000000	       559 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 3000000	       564 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 3000000	       563 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 3000000	       561 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 3000000	       561 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 3000000	       559 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 3000000	       567 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 3000000	       560 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSlice/10-4         	 3000000	       578 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  300000	      5515 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  300000	      5518 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  300000	      5545 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  300000	      5588 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  300000	      5552 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  300000	      5524 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  300000	      5570 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  200000	      5514 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  300000	      5514 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSlice/100-4        	  300000	      5540 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   30000	     57141 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   30000	     55213 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   30000	     55228 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   30000	     55363 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   30000	     55193 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   30000	     62424 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   20000	     55033 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   30000	     55033 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   30000	     55525 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSlice/1000-4       	   30000	     55088 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    3000	    559090 ns/op	  240000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    3000	    552622 ns/op	  240000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    3000	    550362 ns/op	  240000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    3000	    554954 ns/op	  240000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    2000	    557777 ns/op	  240000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    3000	    551716 ns/op	  240000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    3000	    551181 ns/op	  240000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    2000	    557395 ns/op	  240000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    3000	    550895 ns/op	  240000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSlice/10000-4      	    3000	    550971 ns/op	  240000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     300	   5601099 ns/op	 2400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     300	   5535858 ns/op	 2400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     300	   5541619 ns/op	 2400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     300	   5561847 ns/op	 2400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     300	   5495167 ns/op	 2400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     300	   5502261 ns/op	 2400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     300	   5527967 ns/op	 2400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     300	   5544400 ns/op	 2400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     300	   5571981 ns/op	 2400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSlice/100000-4     	     300	   5587481 ns/op	 2400000 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      30	  55177237 ns/op	24000000 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      30	  56372613 ns/op	24000000 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      30	  56597906 ns/op	24000000 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      20	  55170112 ns/op	24000000 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      30	  55078344 ns/op	24000000 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      30	  55464608 ns/op	24000000 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      30	  55088947 ns/op	24000000 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      30	  55456565 ns/op	24000000 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      20	  56087339 ns/op	24000000 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseSlice/1000000-4    	      30	  55559684 ns/op	24000000 B/op	 2000000 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       151 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       153 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       152 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       151 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       152 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       153 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       151 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       152 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       153 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/1-4          	10000000	       154 ns/op	      88 B/op	       5 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 1000000	      1081 ns/op	     776 B/op	      29 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 1000000	      1075 ns/op	     776 B/op	      29 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 1000000	      1067 ns/op	     776 B/op	      29 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 1000000	      1095 ns/op	     776 B/op	      29 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 1000000	      1049 ns/op	     776 B/op	      29 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 1000000	      1055 ns/op	     776 B/op	      29 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 1000000	      1045 ns/op	     776 B/op	      29 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 1000000	      1046 ns/op	     776 B/op	      29 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 1000000	      1045 ns/op	     776 B/op	      29 allocs/op
BenchmarkSlowIncreaseSlice/10-4         	 1000000	      1076 ns/op	     776 B/op	      29 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6898 ns/op	    6664 B/op	     214 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6922 ns/op	    6664 B/op	     214 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6882 ns/op	    6664 B/op	     214 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6946 ns/op	    6664 B/op	     214 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6919 ns/op	    6664 B/op	     214 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6916 ns/op	    6664 B/op	     214 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6936 ns/op	    6664 B/op	     214 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6951 ns/op	    6664 B/op	     214 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6912 ns/op	    6664 B/op	     214 allocs/op
BenchmarkSlowIncreaseSlice/100-4        	  200000	      6947 ns/op	    6664 B/op	     214 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   20000	     62676 ns/op	   73992 B/op	    2020 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   20000	     63614 ns/op	   73992 B/op	    2020 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   20000	     62615 ns/op	   73992 B/op	    2020 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   20000	     62500 ns/op	   73992 B/op	    2020 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   20000	     63379 ns/op	   73992 B/op	    2020 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   20000	     63246 ns/op	   73992 B/op	    2020 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   20000	     62477 ns/op	   73992 B/op	    2020 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   20000	     64921 ns/op	   73992 B/op	    2020 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   20000	     63371 ns/op	   73992 B/op	    2020 allocs/op
BenchmarkSlowIncreaseSlice/1000-4       	   20000	     62435 ns/op	   73992 B/op	    2020 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    727401 ns/op	  990600 B/op	   20034 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    735294 ns/op	  990600 B/op	   20034 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    729096 ns/op	  990600 B/op	   20034 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    728431 ns/op	  990600 B/op	   20034 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    723103 ns/op	  990600 B/op	   20034 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    729249 ns/op	  990600 B/op	   20034 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    723884 ns/op	  990600 B/op	   20034 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    724016 ns/op	  990600 B/op	   20034 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    722668 ns/op	  990600 B/op	   20034 allocs/op
BenchmarkSlowIncreaseSlice/10000-4      	    2000	    728718 ns/op	  990600 B/op	   20034 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  13410219 ns/op	11415432 B/op	  200052 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  13436073 ns/op	11415432 B/op	  200052 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  13464109 ns/op	11415432 B/op	  200052 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  13727739 ns/op	11415432 B/op	  200052 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  13430852 ns/op	11415432 B/op	  200052 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  13565740 ns/op	11415432 B/op	  200052 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  13360675 ns/op	11415432 B/op	  200052 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  14099367 ns/op	11415432 B/op	  200052 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  13146447 ns/op	11415432 B/op	  200052 allocs/op
BenchmarkSlowIncreaseSlice/100000-4     	     100	  13333954 ns/op	11415432 B/op	  200052 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 156969623 ns/op	114574216 B/op	 2000071 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 170258472 ns/op	114574225 B/op	 2000071 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 175854747 ns/op	114574216 B/op	 2000071 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 161137225 ns/op	114574216 B/op	 2000071 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 166443565 ns/op	114574216 B/op	 2000071 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 175775872 ns/op	114574216 B/op	 2000071 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 163150231 ns/op	114574216 B/op	 2000071 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 162337539 ns/op	114574216 B/op	 2000071 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 164659925 ns/op	114574216 B/op	 2000071 allocs/op
BenchmarkSlowIncreaseSlice/1000000-4    	      10	 164956246 ns/op	114574216 B/op	 2000071 allocs/op
BenchmarkStableSlice/1-4                	50000000	        38.4 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        36.2 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        36.1 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        36.3 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        36.6 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        36.2 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        36.5 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        36.2 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        36.3 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSlice/1-4                	50000000	        36.6 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       368 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       365 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       365 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       364 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       365 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       363 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       364 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       367 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       370 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSlice/10-4               	 5000000	       365 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSlice/100-4              	  500000	      3562 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      3559 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      3566 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      3594 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      3561 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      3560 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      3582 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      3569 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      3592 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSlice/100-4              	  500000	      3600 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     35625 ns/op	   48155 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     35835 ns/op	   48155 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     35609 ns/op	   48155 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     35607 ns/op	   48155 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   30000	     35638 ns/op	   48154 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     35598 ns/op	   48153 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     35666 ns/op	   48155 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     35573 ns/op	   48155 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     35609 ns/op	   48155 B/op	    1000 allocs/op
BenchmarkStableSlice/1000-4             	   50000	     35685 ns/op	   48155 B/op	    1000 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    355073 ns/op	  481554 B/op	   10003 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    355906 ns/op	  481554 B/op	   10003 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    364097 ns/op	  481554 B/op	   10003 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    368878 ns/op	  481532 B/op	   10003 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    367501 ns/op	  481554 B/op	   10003 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    366558 ns/op	  481532 B/op	   10003 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    367667 ns/op	  481554 B/op	   10003 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    370859 ns/op	  481554 B/op	   10003 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    369822 ns/op	  481554 B/op	   10003 allocs/op
BenchmarkStableSlice/10000-4            	    5000	    376625 ns/op	  481554 B/op	   10003 allocs/op
BenchmarkStableSlice/100000-4           	     500	   3570460 ns/op	 4815540 B/op	  100030 allocs/op
BenchmarkStableSlice/100000-4           	     500	   3666905 ns/op	 4815540 B/op	  100030 allocs/op
BenchmarkStableSlice/100000-4           	     500	   3706276 ns/op	 4815540 B/op	  100030 allocs/op
BenchmarkStableSlice/100000-4           	     500	   3671429 ns/op	 4815327 B/op	  100030 allocs/op
BenchmarkStableSlice/100000-4           	     500	   3673745 ns/op	 4815327 B/op	  100030 allocs/op
BenchmarkStableSlice/100000-4           	     500	   3680639 ns/op	 4815327 B/op	  100030 allocs/op
BenchmarkStableSlice/100000-4           	     500	   3670292 ns/op	 4815540 B/op	  100030 allocs/op
BenchmarkStableSlice/100000-4           	     500	   3732287 ns/op	 4815540 B/op	  100030 allocs/op
BenchmarkStableSlice/100000-4           	     500	   3686008 ns/op	 4815540 B/op	  100030 allocs/op
BenchmarkStableSlice/100000-4           	     500	   3673089 ns/op	 4815540 B/op	  100030 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  35690208 ns/op	48155404 B/op	 1000301 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  36564785 ns/op	48155402 B/op	 1000301 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  36650023 ns/op	48155402 B/op	 1000301 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  37256335 ns/op	48153272 B/op	 1000301 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  36575585 ns/op	48155402 B/op	 1000301 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  36873029 ns/op	48153272 B/op	 1000301 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  36860104 ns/op	48155402 B/op	 1000301 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  36566143 ns/op	48153272 B/op	 1000301 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  36625680 ns/op	48155402 B/op	 1000301 allocs/op
BenchmarkStableSlice/1000000-4          	      50	  36864979 ns/op	48155402 B/op	 1000301 allocs/op
PASS
ok  	github.com/ef-ds/stack-bench-tests	911.824s
